,stnode,endnode,Wkt,one_way,key,infra_type,length,osm_id,geometry
90,64,17851,"LINESTRING (-21.9000355 64.1289201, -21.8998807 64.1288926, -21.8997915 64.1288784, -21.8994727 64.1288294)",,edge_9788,tertiary,0.02922353163960601,174bd5b9-a3d7-4c94-ac88-6610ba82a4af,"LINESTRING (-21.9000355 64.1289201, -21.8994727 64.1288294)"
91,65,1306,"LINESTRING (-21.5890577 64.1788345, -21.5890491 64.1787318, -21.5890572 64.1786215, -21.5891124 64.1785383, -21.5892524 64.1783468, -21.5893515 64.1781898)",,edge_17401,residential,0.07397559082471865,721f7b10-6cc9-4c08-8693-18ab3382786c,"LINESTRING (-21.5890577 64.1788345, -21.5893515 64.1781898)"
92,66,4467,"LINESTRING (-21.9097358 64.1357605, -21.9091738 64.1364346)",,edge_10997,tertiary,0.07997595600026852,b40fb6f0-446f-4998-9717-b1c46e42f239,"LINESTRING (-21.9097358 64.1357605, -21.9091738 64.1364346)"
93,66,6943,"LINESTRING (-21.9097358 64.1357605, -21.9095949 64.1357394, -21.9090795 64.1356623, -21.9085818 64.1355878)",,edge_10998,residential,0.059399855066441236,0e954c3c-0db8-49ee-a00c-aea6c6200564,"LINESTRING (-21.9097358 64.1357605, -21.9085818 64.1355878)"
94,67,10850,"LINESTRING (-21.6952622 64.116092, -21.6952396 64.1161747, -21.6954231 64.1162606, -21.6961634 64.1166025, -21.6969144 64.1168976, -21.6972566 64.1169522, -21.6976225 64.1170475, -21.6980946 64.1171973, -21.698867 64.1175111, -21.6990172 64.117572, -21.6991353 64.1178858, -21.6993541 64.118199)",,edge_18007,service,0.324329363346594,c56a3023-3a33-4912-ab74-fb7904a0fe9c,"LINESTRING (-21.6952622 64.116092, -21.6993541 64.118199)"
95,68,4181,"LINESTRING (-21.7738144 64.1460045, -21.7738816 64.1457948)",,edge_19456,secondary,0.02360501311895639,ea8dfa4f-37ee-443b-b158-681534a09eef,"LINESTRING (-21.7738144 64.1460045, -21.7738816 64.1457948)"
96,68,14564,"LINESTRING (-21.7738144 64.1460045, -21.7737903 64.1459868, -21.7737558 64.1459727, -21.7737137 64.1459634, -21.7736674 64.1459595, -21.7736204 64.1459614)",,edge_19457,secondary,0.011485209743252569,18c36644-951c-4b2d-a2e0-55896761a66e,"LINESTRING (-21.7738144 64.1460045, -21.7736204 64.1459614)"
97,69,17216,"LINESTRING (-21.7415418 64.1328603, -21.7412413 64.1328277)",,edge_21088,service,0.015078648958431265,111aabf4-0ca7-44fb-81a8-9ec9924d3fea,"LINESTRING (-21.7415418 64.1328603, -21.7412413 64.1328277)"
98,71,5806,"LINESTRING (-21.7167023 64.1640738, -21.7167233 64.1641261)",,edge_15946,service,0.0059192121499971355,654160cb-65c2-42ed-9eca-f7b393b01cb7,"LINESTRING (-21.7167023 64.1640738, -21.7167233 64.1641261)"
99,72,16844,"LINESTRING (-21.8811466 64.1474447, -21.8812284 64.1474894, -21.8817622 64.1477891)",,edge_7365,residential,0.048702333543144766,ebebb65d-b913-493d-afa6-f03685ef52dd,"LINESTRING (-21.8811466 64.1474447, -21.8817622 64.1477891)"
100,73,9980,"LINESTRING (-21.7280499 64.1295701, -21.7279896 64.1295652, -21.7279287 64.1295682, -21.7278724 64.1295789, -21.727826 64.1295964, -21.7277933 64.129619, -21.7277774 64.1296449)",,edge_21259,tertiary,0.017917991427613276,348f0164-b1f5-41d3-befd-e839016f43cc,"LINESTRING (-21.7280499 64.1295701, -21.7277774 64.1296449)"
101,74,11784,"LINESTRING (-21.7941389 64.1125327, -21.794456 64.1125802)",,edge_21666,service,0.01633584941139098,f26b6375-79fc-4be7-833a-e57345f69bff,"LINESTRING (-21.7941389 64.1125327, -21.794456 64.1125802)"
102,74,10143,"LINESTRING (-21.7941389 64.1125327, -21.7942229 64.1124234)",,edge_21668,service,0.012853976183171677,5de9036a-dd2a-4788-bc15-819f3ff1cc1f,"LINESTRING (-21.7941389 64.1125327, -21.7942229 64.1124234)"
103,75,11275,"LINESTRING (-21.8224516 64.1316199, -21.8234621 64.1317631, -21.8236902 64.1317889, -21.8239204 64.1318106)",,edge_5695,tertiary,0.07468120621831459,93cc7039-4e75-4631-8212-7f06502a5d95,"LINESTRING (-21.8224516 64.1316199, -21.8239204 64.1318106)"
104,75,1735,"LINESTRING (-21.8224516 64.1316199, -21.822416 64.1316886, -21.8222593 64.1319913)",,edge_5698,residential,0.042449410540650566,a5d67e83-c875-48bd-9ccd-3d1d8e9a89f6,"LINESTRING (-21.8224516 64.1316199, -21.8222593 64.1319913)"
105,76,9504,"LINESTRING (-21.7528169 64.2136184, -21.752774 64.2135601, -21.7528036 64.2134862, -21.7529066 64.2133698, -21.7531276 64.2132084, -21.7540698 64.2125201)",,edge_15524,service,0.1393819169055281,83d90799-e6a0-4391-ab00-9ebcddb14797,"LINESTRING (-21.7528169 64.2136184, -21.7540698 64.2125201)"
106,77,7833,"LINESTRING (-21.8912411 64.1233502, -21.8914269 64.1232173, -21.8916656 64.1230465, -21.8917423 64.1229916)",,edge_10184,residential,0.046843211146272545,8130c7aa-dd42-4822-bccc-42e1ae35d5a5,"LINESTRING (-21.8912411 64.1233502, -21.8917423 64.1229916)"
107,78,14227,"LINESTRING (-21.7180142 64.1655815, -21.7182292 64.1650152)",,edge_15942,residential,0.06399143664753086,89a8e922-a833-401c-9ad0-bbbe3440b426,"LINESTRING (-21.7180142 64.1655815, -21.7182292 64.1650152)"
108,78,721,"LINESTRING (-21.7180142 64.1655815, -21.716853 64.1654892, -21.7167277 64.1654906, -21.7164836 64.1654932, -21.7157331 64.1655812, -21.7154882 64.1656159)",,edge_15945,residential,0.12571248429212867,12e0d194-e162-4c51-ac76-62923a5b0ae5,"LINESTRING (-21.7180142 64.1655815, -21.7154882 64.1656159)"
109,80,1119,"LINESTRING (-21.7901494 64.1431497, -21.7902696 64.1431541)",,edge_19072,residential,0.005872009416030601,f8e237ec-d7fe-491d-a56f-cb00a6f4e0ae,"LINESTRING (-21.7901494 64.1431497, -21.7902696 64.1431541)"
110,81,7355,"LINESTRING (-21.4512236 64.2848578, -21.4509795 64.2848566, -21.4506067 64.2848496, -21.4505048 64.2848962, -21.4505343 64.2849555, -21.4506925 64.2849637, -21.4510573 64.2848868)",,edge_14875,residential,0.07117979040502895,08ae833a-e332-444e-b00b-b13f737902a6,"LINESTRING (-21.4512236 64.2848578, -21.4510573 64.2848868)"
111,81,17947,"LINESTRING (-21.4512236 64.2848578, -21.4515401 64.2848996, -21.4517949 64.2849415, -21.4521248 64.2849415, -21.4527122 64.2849136, -21.4532594 64.2848624, -21.4539434 64.2847891, -21.4544932 64.2847041, -21.4549921 64.2846273, -21.455576 64.2845777, -21.455719 64.2845656, -21.4563842 64.2845284, -21.4566463 64.2844817)",,edge_14879,residential,0.27102117027663636,0f96de94-a3d4-4413-b763-04f145e04360,"LINESTRING (-21.4512236 64.2848578, -21.4566463 64.2844817)"
112,82,5103,"LINESTRING (-21.8806041 64.1444221, -21.8808858 64.1443831, -21.8810101 64.1443774)",,edge_7278,service,0.02046970158606766,95a4f4bd-415e-4043-a88d-41c273855efb,"LINESTRING (-21.8806041 64.1444221, -21.8810101 64.1443774)"
113,83,6432,"LINESTRING (-21.7560266 64.1444906, -21.75579 64.1445912)",,edge_19544,service,0.016075554898428466,d2e7add1-2422-42b6-9b5f-fcb17638a443,"LINESTRING (-21.7560266 64.1444906, -21.75579 64.1445912)"
114,84,4039,"LINESTRING (-21.7669791 64.1209088, -21.7669684 64.1209568, -21.766963 64.1210094, -21.7669925 64.1210609, -21.7670944 64.1211312, -21.7676792 64.1214297, -21.7682853 64.1217318, -21.7691329 64.1221192, -21.7700422 64.1225653, -21.7704687 64.122776, -21.7708254 64.1229305, -21.7711634 64.1230546, -21.7715468 64.1232034)",,edge_20634,service,0.34370422650313903,365ce2ca-bf1c-43c0-82aa-3fda3e7d83b9,"LINESTRING (-21.7669791 64.1209088, -21.7715468 64.1232034)"
115,84,6520,"LINESTRING (-21.7669791 64.1209088, -21.7669255 64.1207671, -21.7668611 64.1206711, -21.7667806 64.1205903, -21.7667189 64.1205353, -21.7665795 64.1204744, -21.76644 64.1204288, -21.7662791 64.1204042, -21.7660537 64.1203936, -21.7657292 64.1203971, -21.765402 64.1204451, -21.765233 64.1204838, -21.7650694 64.1205529, -21.7649326 64.1206278, -21.7646885 64.1207706, -21.7645678 64.1208256, -21.7643613 64.1208994, -21.7641172 64.1209521, -21.7638999 64.1209884, -21.7637658 64.120993, -21.7636049 64.1209778, -21.7634225 64.1209216, -21.7632133 64.1208479, -21.7630899 64.1208081, -21.7628378 64.1207402, -21.7627089 64.1207202, -21.7627016 64.1207191, -21.7625213 64.1206887, -21.7623174 64.1206524, -21.7621192 64.120632, -21.7620894 64.120629, -21.7619545 64.1206285, -21.7617864 64.1206278, -21.7615235 64.1206395, -21.761258 64.1206617, -21.7608959 64.1206676, -21.7604721 64.120677, -21.7600617 64.1206945, -21.7596513 64.1207273, -21.7594448 64.1207402, -21.7590827 64.1207402, -21.7589298 64.1207367, -21.7587179 64.1207612, -21.7585301 64.1208092, -21.7582405 64.1209064, -21.7580554 64.120979)",,edge_20798,service,0.5159463583815875,fad623a1-ca0d-4127-9674-243f47dda294,"LINESTRING (-21.7669791 64.1209088, -21.7580554 64.120979)"
116,85,3025,"LINESTRING (-21.7600759 64.1268694, -21.7596982 64.1268281, -21.7591085 64.1267824, -21.7585249 64.1267543, -21.7580523 64.1267504)",,edge_20758,tertiary,0.09976117887613634,4616531b-9bd1-4da0-b5e4-c4d35c2157c2,"LINESTRING (-21.7600759 64.1268694, -21.7580523 64.1267504)"
117,86,9308,"LINESTRING (-21.9345744 64.1372931, -21.9345326 64.1372872, -21.9344701 64.1372775)",,edge_11261,service,0.005368572665333537,4756a1f5-8e2c-4c3a-9182-e43855144185,"LINESTRING (-21.9345744 64.1372931, -21.9344701 64.1372775)"
118,87,16973,"LINESTRING (-21.8138854 64.1063459, -21.8138775 64.1067561, -21.8138775 64.1067902, -21.8132185 64.1067888, -21.8131206 64.1066179, -21.8131357 64.1064865, -21.8131583 64.1062896)",,edge_736,residential,0.1379400108425683,209f5d35-8f9a-46e7-84bd-c36b1fbe62d5,"LINESTRING (-21.8138854 64.1063459, -21.8131583 64.1062896)"
119,87,10060,"LINESTRING (-21.8138854 64.1063459, -21.8141482 64.1063448)",,edge_737,service,0.01281095331316988,88f5dc9f-0b72-4dca-998f-100897d0d2e6,"LINESTRING (-21.8138854 64.1063459, -21.8141482 64.1063448)"
120,88,2523,"LINESTRING (-21.8786392 64.1212254, -21.8786296 64.1213079)",,edge_1868,residential,0.009208920260985864,f9c10830-7a36-4629-aece-cef5a7aa0629,"LINESTRING (-21.8786392 64.1212254, -21.8786296 64.1213079)"
121,89,15514,"LINESTRING (-21.6407678 64.2994633, -21.6402367 64.2994389, -21.6399068 64.2993935, -21.6397398 64.2993397)",,edge_15178,service,0.05267117329059513,a1310ad0-55e9-48c3-9ae6-28d679ec0c07,"LINESTRING (-21.6407678 64.2994633, -21.6397398 64.2993397)"
122,90,11647,"LINESTRING (-21.806979 64.1410093, -21.8069901 64.140333, -21.8069956 64.1397142, -21.8070017 64.1394057, -21.8070362 64.1390965, -21.807112 64.1388351, -21.8072543 64.1385383, -21.8074183 64.138323, -21.8075887 64.1381274, -21.807791 64.1379352, -21.8080287 64.1377472, -21.808207 64.1376237, -21.8082974 64.1375611, -21.8086732 64.1373491)",,edge_5942,secondary,0.42702633551942254,39637b25-0194-4fdc-b59e-2e7f7dd9341f,"LINESTRING (-21.806979 64.1410093, -21.8086732 64.1373491)"
123,93,10750,"LINESTRING (-21.881532 64.1472985, -21.8812261 64.1473968, -21.8811227 64.1474295)",,edge_7364,service,0.02470168587829051,5a5c6908-34f2-43d1-8633-9e843a50f0d3,"LINESTRING (-21.881532 64.1472985, -21.8811227 64.1474295)"
124,94,11473,"LINESTRING (-21.8989597 64.1373698, -21.8989192 64.1374193, -21.8988991 64.1374436, -21.8978937 64.1386581)",,edge_9510,residential,0.152710302985404,15faf3d1-02e0-41c6-b325-f2d5ca668ca3,"LINESTRING (-21.8989597 64.1373698, -21.8978937 64.1386581)"
125,94,12674,"LINESTRING (-21.8989597 64.1373698, -21.8990157 64.1373788, -21.8992041 64.137409)",,edge_9532,residential,0.012677175443705382,505f58d8-1197-486f-b899-ce671a21edd8,"LINESTRING (-21.8989597 64.1373698, -21.8992041 64.137409)"
126,95,10360,"LINESTRING (-21.5920569 64.1740083, -21.5920319 64.173597, -21.5920707 64.1732165)",,edge_17376,unclassified,0.08832793866016064,337188de-1c7c-4ae5-8831-8f76abe43644,"LINESTRING (-21.5920569 64.1740083, -21.5920707 64.1732165)"
127,97,4314,"LINESTRING (-21.797458 64.1326916, -21.7970664 64.1325588)",,edge_5454,tertiary,0.024142646611238806,ec9f4b49-7f97-4d54-b9f5-bd51aac4bef3,"LINESTRING (-21.797458 64.1326916, -21.7970664 64.1325588)"
128,99,1422,"LINESTRING (-21.7212808 64.3331016, -21.7202206 64.3331643, -21.7178831 64.3332934, -21.7167974 64.3333451, -21.7157032 64.3333322, -21.7122161 64.333098, -21.7108316 64.3330749, -21.7096736 64.3331276, -21.7072643 64.3333359)",,edge_15296,primary,0.6840536200005448,9ca09935-c716-468d-9132-b906d287c73b,"LINESTRING (-21.7212808 64.3331016, -21.7072643 64.3333359)"
129,100,15307,"LINESTRING (-21.777611 64.097677, -21.7776801 64.0976883, -21.7777534 64.0976911, -21.777826 64.0976854, -21.7778924 64.0976715, -21.7779481 64.0976504, -21.777989 64.0976237)",,edge_21998,tertiary,0.021546784149626914,2ea20938-9d94-41a4-aaa1-6fc04a2f508b,"LINESTRING (-21.777611 64.097677, -21.777989 64.0976237)"
130,101,13931,"LINESTRING (-21.8306815 64.1133848, -21.8306144 64.1133098, -21.8305046 64.1131974, -21.8304 64.1131342, -21.8303736 64.1131258)",,edge_1281,service,0.03289008894817512,87b47e57-ef9e-4087-be46-d3ee4d65f4c1,"LINESTRING (-21.8306815 64.1133848, -21.8303736 64.1131258)"
131,102,18157,"LINESTRING (-21.866328 64.2415334, -21.8668059 64.2413596)",,edge_14342,tertiary,0.030213146614759594,88f5fa18-f44b-4fe6-b667-5ce56abaa87d,"LINESTRING (-21.866328 64.2415334, -21.8668059 64.2413596)"
132,103,15388,"LINESTRING (-21.7938543 64.1225625, -21.7937544 64.1225502, -21.7905273 64.1225944)",,edge_20241,residential,0.16234906906193447,a0d34b21-b212-431b-9edc-396e6897e88a,"LINESTRING (-21.7938543 64.1225625, -21.7905273 64.1225944)"
133,105,1669,"LINESTRING (-21.8437558 64.1341236, -21.8438578 64.1341482, -21.8444616 64.1342577)",,edge_3782,track,0.03751030920015643,f0b75b3e-7c09-44c7-996e-06d778c9445d,"LINESTRING (-21.8437558 64.1341236, -21.8444616 64.1342577)"
134,106,16126,"LINESTRING (-21.7928523 64.1039272, -21.7928102 64.1041007)",,edge_21914,track,0.019450183061503628,8e0f1942-943d-4071-ae21-83f964cf3a35,"LINESTRING (-21.7928523 64.1039272, -21.7928102 64.1041007)"
135,106,16558,"LINESTRING (-21.7928523 64.1039272, -21.7927891 64.103872, -21.792753 64.1037341)",,edge_21920,service,0.022355200131366257,3d4ea5d2-9ae2-41e1-a3b7-f1acb23f3403,"LINESTRING (-21.7928523 64.1039272, -21.792753 64.1037341)"
136,109,13035,"LINESTRING (-21.9465771 64.1378836, -21.9468507 64.137804, -21.9476687 64.1381071)",,edge_11328,service,0.06823738441689568,671dccad-7462-4411-a724-4bada48daab2,"LINESTRING (-21.9465771 64.1378836, -21.9476687 64.1381071)"
137,110,15181,"LINESTRING (-21.7801103 64.1011543, -21.7802652 64.1011966)",,edge_21820,tertiary,0.008903416666122614,169a1609-44ba-491f-9273-79925f840b67,"LINESTRING (-21.7801103 64.1011543, -21.7802652 64.1011966)"
138,110,5565,"LINESTRING (-21.7801103 64.1011543, -21.7800211 64.1012104, -21.7797895 64.1013552)",,edge_21822,primary,0.02731687148062346,ead67563-788d-439b-bb3c-41a11fcaa257,"LINESTRING (-21.7801103 64.1011543, -21.7797895 64.1013552)"
139,111,14366,"LINESTRING (-21.4595036 64.2844597, -21.4590475 64.2839368)",,edge_14878,service,0.06233915735418434,23ee6231-4623-40c9-b00c-164f51ef961d,"LINESTRING (-21.4595036 64.2844597, -21.4590475 64.2839368)"
140,111,10639,"LINESTRING (-21.4595036 64.2844597, -21.4602868 64.2843189, -21.461062 64.2842048, -21.4617674 64.2840908, -21.4621402 64.2840628, -21.4627357 64.2841152, -21.4631756 64.2841688, -21.4634463 64.2841996)",,edge_14883,residential,0.20058161707104075,0f96de94-a3d4-4413-b763-04f145e04360,"LINESTRING (-21.4595036 64.2844597, -21.4634463 64.2841996)"
141,113,12525,"LINESTRING (-21.8721191 64.1318917, -21.8721995 64.131813, -21.8722214 64.1317784)",,edge_3145,service,0.013609459509772201,71ce631b-06b5-4c6d-bbd4-98d47f24e2d9,"LINESTRING (-21.8721191 64.1318917, -21.8722214 64.1317784)"
142,114,18087,"LINESTRING (-21.7043106 64.1715699, -21.7050111 64.1713515)",,edge_16771,residential,0.04187258658314062,aea6e0bb-e894-4de3-826a-77cf51099d2e,"LINESTRING (-21.7043106 64.1715699, -21.7050111 64.1713515)"
143,114,9121,"LINESTRING (-21.7043106 64.1715699, -21.704619 64.1716895, -21.7049123 64.1718162, -21.7051894 64.1719497, -21.7054496 64.1720894, -21.7056468 64.1722065, -21.7058322 64.1723273, -21.7060053 64.1724515, -21.7061593 64.1725733, -21.7063015 64.1726979, -21.7064316 64.1728249, -21.706563 64.1729701, -21.7066623 64.1730953)",,edge_16773,residential,0.20759472287589914,5d2b4cc5-6cbe-4111-8836-ebf207ea2e78,"LINESTRING (-21.7043106 64.1715699, -21.7066623 64.1730953)"
144,115,15698,"LINESTRING (-21.9102844 64.1247989, -21.9099091 64.1248641)",,edge_10509,service,0.019673991664315927,7fcaa6df-2f48-4f49-830f-3e24b7d18d81,"LINESTRING (-21.9102844 64.1247989, -21.9099091 64.1248641)"
145,115,2735,"LINESTRING (-21.9102844 64.1247989, -21.9107039 64.1247302)",,edge_10513,service,0.021823281603785598,2a7f879b-e45c-4355-bd1c-c86f690ef26d,"LINESTRING (-21.9102844 64.1247989, -21.9107039 64.1247302)"
146,116,341,"LINESTRING (-21.9586676 64.1354246, -21.9588067 64.1351872)",,edge_11668,service,0.027318266563570722,0bd613bb-2af1-483c-a361-b1bbe066df5b,"LINESTRING (-21.9586676 64.1354246, -21.9588067 64.1351872)"
147,116,8657,"LINESTRING (-21.9586676 64.1354246, -21.9583871 64.1353698)",,edge_11757,tertiary,0.014962831082122987,cc3b38d1-4c28-4fe7-9f4d-ebb72ecfdd36,"LINESTRING (-21.9586676 64.1354246, -21.9583871 64.1353698)"
148,117,2863,"LINESTRING (-21.6848498 64.1639539, -21.6840202 64.1643578)",,edge_16333,residential,0.06046460578184867,22439d92-9f46-4360-9b0e-f409285e3cee,"LINESTRING (-21.6848498 64.1639539, -21.6840202 64.1643578)"
149,117,2307,"LINESTRING (-21.6848498 64.1639539, -21.6839993 64.1636236, -21.6827318 64.1631133)",,edge_16347,residential,0.13927848960860015,77202273-c3c3-4941-88f4-5c08875a68a5,"LINESTRING (-21.6848498 64.1639539, -21.6827318 64.1631133)"
150,122,6850,"LINESTRING (-21.8844945 64.1481438, -21.8842444 64.1481326, -21.8838114 64.1481341, -21.8833678 64.1481356, -21.8832724 64.1481479, -21.88321 64.1481956)",,edge_7379,service,0.06586990406956746,40e3a9d9-87ed-40a3-9651-433d76d04f3f,"LINESTRING (-21.8844945 64.1481438, -21.88321 64.1481956)"
151,124,13308,"LINESTRING (-21.853272 64.1008195, -21.8543308 64.1010344)",,edge_1775,residential,0.056910080730547125,32d60559-af99-4241-8e53-d9af9cc789c1,"LINESTRING (-21.853272 64.1008195, -21.8543308 64.1010344)"
152,124,16682,"LINESTRING (-21.853272 64.1008195, -21.8534664 64.1006386)",,edge_1777,residential,0.022282794226677144,bcc85102-8bce-4220-81bb-53d329df4ab0,"LINESTRING (-21.853272 64.1008195, -21.8534664 64.1006386)"
153,125,13878,"LINESTRING (-21.883861 64.1310182, -21.8839968 64.1308582)",,edge_2486,secondary,0.019023417424891133,37362609-1521-4826-a97c-01e545d2c79b,"LINESTRING (-21.883861 64.1310182, -21.8839968 64.1308582)"
154,125,18333,"LINESTRING (-21.883861 64.1310182, -21.8841536 64.1310642, -21.8849057 64.1311826)",,edge_2491,trunk,0.0540795215852265,33503004-38ac-4493-80f2-6531e7112fa3,"LINESTRING (-21.883861 64.1310182, -21.8849057 64.1311826)"
155,126,701,"LINESTRING (-21.6324856 64.1855447, -21.6324192 64.1856164, -21.6317862 64.1861583, -21.6317368 64.1862116, -21.6317325 64.1862751, -21.631754 64.1863312, -21.6318398 64.1863779, -21.6321445 64.1864405, -21.6323655 64.1864713, -21.6325308 64.1864732, -21.632681 64.1864498, -21.6327668 64.1864125, -21.6328204 64.1863844, -21.6328634 64.1863424, -21.6328955 64.1862863)",,edge_17094,unclassified,0.1678930014144999,9995da5b-9f9d-4105-ba06-afa53c30aa11,"LINESTRING (-21.6324856 64.1855447, -21.6328955 64.1862863)"
156,126,701,"LINESTRING (-21.6324856 64.1855447, -21.6325898 64.1856755, -21.632689 64.1857818, -21.632799 64.1859417, -21.6328369 64.1860141, -21.6328741 64.1860774, -21.6328983 64.186145, -21.6328955 64.1862863)",,edge_17095,unclassified,0.08578367713286522,ddb6329d-d896-49ea-a54b-9654a0f7ba29,"LINESTRING (-21.6324856 64.1855447, -21.6328955 64.1862863)"
157,129,2462,"LINESTRING (-21.7351196 64.1325902, -21.7357196 64.1326482)",,edge_21237,tertiary,0.02992664814682142,f863c919-3d7d-4a85-aca3-97287f2aa9bf,"LINESTRING (-21.7351196 64.1325902, -21.7357196 64.1326482)"
158,130,6192,"LINESTRING (-21.8946826 64.1227738, -21.8946845 64.1229317)",,edge_10205,residential,0.01760281574894372,f4ca6190-8eb8-43db-9fa6-cdd0c921d074,"LINESTRING (-21.8946826 64.1227738, -21.8946845 64.1229317)"
159,130,238,"LINESTRING (-21.8946826 64.1227738, -21.8947703 64.122774, -21.8948617 64.1227741, -21.8958351 64.1227759)",,edge_10413,residential,0.056146755300796915,9e822de9-8cdb-4512-bc46-be9e0aaf89ac,"LINESTRING (-21.8946826 64.1227738, -21.8958351 64.1227759)"
160,131,4766,"LINESTRING (-21.977105 64.1497435, -21.977107 64.1496515, -21.9771079 64.1496083, -21.9771135 64.1493491, -21.977115 64.1492813, -21.977117 64.1491892)",,edge_13722,residential,0.061795932093710766,d5dcdfc6-dfad-4f65-bb44-b6308fbb151d,"LINESTRING (-21.977105 64.1497435, -21.977117 64.1491892)"
161,131,4227,"LINESTRING (-21.977105 64.1497435, -21.9770152 64.1497432, -21.975874 64.1497389)",,edge_13725,service,0.05991461531705728,bec90b01-8692-43bf-8a4f-355d0d6028a2,"LINESTRING (-21.977105 64.1497435, -21.975874 64.1497389)"
162,132,16701,"LINESTRING (-21.7735393 64.1453395, -21.773649 64.1451894)",,edge_19447,service,0.01756448120119531,140d292f-9bea-4f50-a9f0-9b9653349d10,"LINESTRING (-21.7735393 64.1453395, -21.773649 64.1451894)"
