,stnode,endnode,Type,infra_type,one_way,Wkt,length,key,osm_id,geometry
90,35,13137,legitimate,track,,"LINESTRING (-21.8595672 64.2498799, -21.8600968 64.2497279, -21.8603247 64.2496396, -21.8605218 64.249542, -21.8606796 64.249435, -21.8608075 64.2493237)",0.08809587644449636,edge_14372,f4af36da-64fb-4afe-80cf-a93045246863,"LINESTRING (-21.8608075 64.2493237, -21.8595672 64.2498799)"
91,36,2150,legitimate,track,,"LINESTRING (-21.8337752 64.2725784, -21.8330605 64.27305, -21.8329798 64.273112, -21.8328915 64.2731798, -21.8326769 64.2733955, -21.8325671 64.2735334, -21.8325113 64.2736045, -21.8325231 64.2736668, -21.8325181 64.2737284, -21.8324228 64.2737707, -21.8318226 64.2753532, -21.8316427 64.2758752, -21.8316091 64.2760532, -21.8313058 64.2770898, -21.8311317 64.2778686, -21.8309819 64.2788007, -21.830969 64.279056, -21.8309366 64.2792606, -21.8307887 64.2798968, -21.8305069 64.2808493, -21.8303785 64.2815748, -21.8303113 64.2821321)",1.089313802461655,edge_14419,68c399e5-3bad-4f48-ba92-6c981cb0316f,"LINESTRING (-21.8337752 64.2725784, -21.8303113 64.2821321)"
92,37,5221,legitimate,residential,,"LINESTRING (-21.8330175 64.0972857, -21.8329232 64.0972191, -21.8324549 64.0968888)",0.05206052394282861,edge_111,c582d1cc-fc66-491c-89a1-a1a8a4b8271b,"LINESTRING (-21.8324549 64.0968888, -21.8330175 64.0972857)"
93,37,14620,legitimate,service,,"LINESTRING (-21.8324549 64.0968888, -21.8327951 64.0968003)",0.019300996304939026,edge_113,5163507d-b7fe-449e-a599-a0ce1667b7fc,"LINESTRING (-21.8324549 64.0968888, -21.8327951 64.0968003)"
94,37,16167,legitimate,residential,,"LINESTRING (-21.8324549 64.0968888, -21.8320616 64.0966113, -21.8330705 64.0963455)",0.09382903682703467,edge_112,c582d1cc-fc66-491c-89a1-a1a8a4b8271b,"LINESTRING (-21.8324549 64.0968888, -21.8330705 64.0963455)"
95,38,4984,legitimate,residential,,"LINESTRING (-21.8787553 64.1201683, -21.8798927 64.1202161)",0.055671386357277586,edge_1856,cbff721a-8011-403c-a55f-0a9502ddcf11,"LINESTRING (-21.8787553 64.1201683, -21.8798927 64.1202161)"
96,39,4110,legitimate,residential,,"LINESTRING (-21.8911608 64.1294568, -21.8912827 64.1292973, -21.8913081 64.1292642, -21.8913787 64.1291494, -21.8914161 64.1290449, -21.8914323 64.1289509, -21.8914394 64.1288616, -21.8914314 64.1287786, -21.8914157 64.1286984, -21.8913929 64.128614)",0.09585897887800263,edge_9871,a5cdf5c2-9431-4485-b1d7-8537d7ec3a92,"LINESTRING (-21.8913929 64.128614, -21.8911608 64.1294568)"
97,39,4772,legitimate,residential,,"LINESTRING (-21.8913929 64.128614, -21.891552 64.1285863, -21.8922379 64.1284641, -21.8923031 64.1284553)",0.047744368966098516,edge_9863,92ad4816-f922-49bd-a372-0340f966ad40,"LINESTRING (-21.8913929 64.128614, -21.8923031 64.1284553)"
98,39,10242,legitimate,residential,,"LINESTRING (-21.8913929 64.128614, -21.8913123 64.1284729, -21.8912066 64.1283294, -21.890846 64.127945, -21.8907231 64.1278072)",0.09581697086377056,edge_9861,6add2cd8-f073-457a-9c48-b1d94606d7da,"LINESTRING (-21.8913929 64.128614, -21.8907231 64.1278072)"
99,40,3097,legitimate,unclassified,,"LINESTRING (-21.800697 64.1428849, -21.800665 64.1429819)",0.010925150783927704,edge_5989,b42b06c2-4c8d-42fb-bbb2-768cd38cce50,"LINESTRING (-21.800665 64.1429819, -21.800697 64.1428849)"
100,40,11113,legitimate,unclassified,,"LINESTRING (-21.800665 64.1429819, -21.800661 64.142994)",0.00136288535065963,edge_5990,b42b06c2-4c8d-42fb-bbb2-768cd38cce50,"LINESTRING (-21.800665 64.1429819, -21.800661 64.142994)"
101,40,12874,legitimate,service,,"LINESTRING (-21.800665 64.1429819, -21.8003196 64.1429614)",0.01696920637991401,edge_5977,75f60327-1f79-4c42-87ee-5a5a60c2daf9,"LINESTRING (-21.800665 64.1429819, -21.8003196 64.1429614)"
102,41,3140,legitimate,service,,"LINESTRING (-21.9595159 64.1472977, -21.9600823 64.1478222, -21.9601393 64.1478746)",0.07111127911723088,edge_11999,a8c78eec-bd07-4805-8aeb-e8e779c9fde2,"LINESTRING (-21.9601393 64.1478746, -21.9595159 64.1472977)"
103,41,8575,legitimate,residential,,"LINESTRING (-21.9611081 64.1476761, -21.9608389 64.1477312, -21.9601393 64.1478746)",0.052088691648453214,edge_12006,97c3e48a-41fc-4a10-a4f4-68df8e342f6d,"LINESTRING (-21.9601393 64.1478746, -21.9611081 64.1476761)"
104,41,10079,legitimate,residential,,"LINESTRING (-21.9601393 64.1478746, -21.9601003 64.1478826, -21.9596462 64.1479757, -21.9594456 64.1480168, -21.9591085 64.1480859)",0.05542643837127276,edge_12007,97c3e48a-41fc-4a10-a4f4-68df8e342f6d,"LINESTRING (-21.9601393 64.1478746, -21.9591085 64.1480859)"
105,42,14305,legitimate,residential,,"LINESTRING (-21.9751857 64.1479847, -21.9755418 64.1479867, -21.9755879 64.1479718, -21.9756049 64.1479527, -21.9756215 64.1477247, -21.9756221 64.1476824)",0.05255580485802403,edge_13743,9163d3a4-e49b-49f9-8a66-a380686da585,"LINESTRING (-21.9751857 64.1479847, -21.9756221 64.1476824)"
106,44,483,legitimate,service,,"LINESTRING (-21.8830515 64.1385783, -21.8831613 64.138599)",0.005822859502573443,edge_7199,1e0c721b-d1f8-4852-ae7d-e323358515cc,"LINESTRING (-21.8831613 64.138599, -21.8830515 64.1385783)"
107,44,9595,legitimate,service,,"LINESTRING (-21.8831613 64.138599, -21.8834283 64.1386447, -21.8836936 64.1386904, -21.8839183 64.1387139, -21.8841667 64.1387294, -21.8844252 64.1387419, -21.8849845 64.1387478)",0.09121780412204952,edge_7200,1e0c721b-d1f8-4852-ae7d-e323358515cc,"LINESTRING (-21.8831613 64.138599, -21.8849845 64.1387478)"
108,44,11983,legitimate,service,,"LINESTRING (-21.8831613 64.138599, -21.8827439 64.13911, -21.882741 64.1391187, -21.8827472 64.139128, -21.882761 64.1391346, -21.8832441 64.1392159)",0.08874586680152041,edge_7180,1fe0da21-d6e6-4adf-acb7-916075409540,"LINESTRING (-21.8831613 64.138599, -21.8832441 64.1392159)"
109,44,16098,legitimate,service,,"LINESTRING (-21.8832272 64.1385245, -21.8831613 64.138599)",0.008903481059031666,edge_7179,1fe0da21-d6e6-4adf-acb7-916075409540,"LINESTRING (-21.8831613 64.138599, -21.8832272 64.1385245)"
110,45,9130,legitimate,residential,,"LINESTRING (-21.9685156 64.14297, -21.9683416 64.1427559, -21.9682414 64.1426242)",0.04079729158037514,edge_11821,47041c6b-2f76-4630-8956-494433b7628a,"LINESTRING (-21.9685156 64.14297, -21.9682414 64.1426242)"
111,45,16253,legitimate,residential,,"LINESTRING (-21.9692969 64.1435271, -21.9691779 64.1434831, -21.969067 64.1434353, -21.9689649 64.1433838, -21.9688698 64.1433275, -21.9687853 64.143268, -21.9687109 64.1432049, -21.9685983 64.1430718, -21.9685156 64.14297)",0.07414576872737934,edge_11820,47041c6b-2f76-4630-8956-494433b7628a,"LINESTRING (-21.9685156 64.14297, -21.9692969 64.1435271)"
112,45,17774,legitimate,service,,"LINESTRING (-21.9685156 64.14297, -21.9678833 64.1430621)",0.03244850658536271,edge_11812,ee0e76fa-a1b2-4b2b-baf8-9c3438f0b342,"LINESTRING (-21.9685156 64.14297, -21.9678833 64.1430621)"
113,46,7295,legitimate,track,,"LINESTRING (-21.644467 64.0924003, -21.6442202 64.0923206, -21.643201 64.0921542, -21.6412591 64.0918307, -21.6389202 64.0914487, -21.6371016 64.091158, -21.6350471 64.0908158, -21.632853 64.0904431, -21.6310088 64.0901273)",0.7041582340245267,edge_17621,262aa373-b02e-4881-a4c1-9f87b37e1338,"LINESTRING (-21.644467 64.0924003, -21.6310088 64.0901273)"
114,46,9174,legitimate,track,,"LINESTRING (-21.6573572 64.0947451, -21.6564641 64.0946182, -21.6538024 64.0941787, -21.6521342 64.0938921, -21.6508283 64.0936491, -21.6498348 64.0934826, -21.6492288 64.0934881, -21.6490226 64.0935318, -21.6488914 64.0935454, -21.648329 64.0934744, -21.6481104 64.093469, -21.6480041 64.0935017, -21.6479229 64.0935918, -21.6477792 64.0936491, -21.6476355 64.0936491, -21.6463172 64.0934499, -21.6459173 64.0934089, -21.6454924 64.0934471, -21.6452184 64.0935063, -21.6449295 64.0935644, -21.6443387 64.0935287, -21.6443275 64.0934526, -21.6442839 64.09334, -21.6442417 64.0932506, -21.6441952 64.0931909, -21.6440326 64.0931085, -21.644006 64.0930631, -21.6442309 64.0927495, -21.644467 64.0924003)",0.8149213646790071,edge_17620,262aa373-b02e-4881-a4c1-9f87b37e1338,"LINESTRING (-21.644467 64.0924003, -21.6573572 64.0947451)"
115,46,14009,legitimate,track,,"LINESTRING (-21.6484662 64.0896262, -21.648601 64.0896889, -21.6486872 64.0897159, -21.6487704 64.0897239, -21.6488505 64.0897603, -21.6492172 64.0900524, -21.6492665 64.0901575, -21.6492819 64.090253, -21.6491556 64.0905223, -21.6490169 64.0906138, -21.6489491 64.0907135, -21.6489183 64.0908441, -21.6488752 64.0909194, -21.6487211 64.0910218, -21.6483976 64.091186, -21.6481296 64.0913408, -21.6478831 64.0914256, -21.6477906 64.0914889, -21.6476027 64.0915643, -21.6473685 64.0916195, -21.6468602 64.0919103, -21.6465983 64.091991, -21.6461361 64.0921055, -21.6458065 64.0921674, -21.6454675 64.0921768, -21.6451779 64.0921593, -21.644916 64.0921647, -21.6446819 64.0922226, -21.6445124 64.092341, -21.644467 64.0924003)",0.44977732666589,edge_22622,5395a8db-6e33-4e6d-a117-91187e0943a5,"LINESTRING (-21.644467 64.0924003, -21.6484662 64.0896262)"
116,47,881,legitimate,tertiary,,"LINESTRING (-21.7884014 64.1494959, -21.788363 64.1494548, -21.7882981 64.1494207, -21.7882127 64.1493966, -21.7881147 64.1493847)",0.01979074103309003,edge_18658,3e8b152c-de6e-41ba-ac2c-f688e5437a0d,"LINESTRING (-21.7884014 64.1494959, -21.7881147 64.1493847)"
117,47,3386,legitimate,tertiary,,"LINESTRING (-21.7882726 64.1496481, -21.7883427 64.1496181, -21.7883898 64.1495805, -21.78841 64.1495386, -21.7884014 64.1494959)",0.019106964467406284,edge_18655,2eae2028-47d3-442b-b2a0-cb6b980dfaa5,"LINESTRING (-21.7884014 64.1494959, -21.7882726 64.1496481)"
118,47,8296,legitimate,tertiary,,"LINESTRING (-21.7893118 64.1497554, -21.7891515 64.1497121, -21.7890124 64.1496774, -21.788846 64.1496493, -21.7887617 64.1496281, -21.7886752 64.1496009, -21.7886244 64.1495845, -21.7885295 64.1495495, -21.7884014 64.1494959)",0.05333498980412031,edge_18578,cad77610-5e8d-424f-8bc8-61df1d5c05a5,"LINESTRING (-21.7884014 64.1494959, -21.7893118 64.1497554)"
119,48,3307,legitimate,service,,"LINESTRING (-21.824953 64.0976178, -21.8253388 64.0976688, -21.8257048 64.0979378)",0.054548782268369345,edge_511,eccd2373-e596-4622-a6ad-3edbaa6f98f7,"LINESTRING (-21.824953 64.0976178, -21.8257048 64.0979378)"
120,48,3565,legitimate,unclassified,,"LINESTRING (-21.8255992 64.0971003, -21.8255051 64.0971438, -21.8254419 64.0971788, -21.8250633 64.0973618, -21.8249298 64.0974128, -21.8248434 64.0974561, -21.8248293 64.0974908, -21.8248463 64.097534, -21.8248857 64.0975769, -21.824953 64.0976178)",0.07379877556780035,,8c98bc9f-1c39-43bd-bb36-1a7170958d19,"LINESTRING (-21.8255992 64.0971003, -21.8248857 64.0975769, -21.824953 64.0976178)"
121,48,15862,legitimate,service,,"LINESTRING (-21.824953 64.0976178, -21.8250979 64.0976841, -21.8254323 64.0979192, -21.8255185 64.0979833)",0.04938207673042225,edge_508,bef30356-dc6c-430a-b624-3dddf19d7b96,"LINESTRING (-21.824953 64.0976178, -21.8255185 64.0979833)"
122,48,15862,legitimate,service,,"LINESTRING (-21.824953 64.0976178, -21.8249566 64.0978126, -21.8251619 64.0979742, -21.8255185 64.0979833)",0.059743762322530355,edge_512,0548cd54-4f40-4bba-993d-ee25faf5dc17,"LINESTRING (-21.824953 64.0976178, -21.8255185 64.0979833)"
123,49,936,legitimate,unclassified,,"LINESTRING (-21.8232509 64.1276226, -21.8232403 64.127591, -21.8231143 64.1272141, -21.8230971 64.1271631)",0.05176964573468074,edge_5727,8086233e-e130-445d-83d5-1347923bf21d,"LINESTRING (-21.8232509 64.1276226, -21.8230971 64.1271631)"
124,49,10636,legitimate,service,,"LINESTRING (-21.8232509 64.1276226, -21.8234159 64.1276113, -21.8235927 64.1275992)",0.01685168127796585,edge_5728,4f111fa2-a376-46cf-8d8c-34d1c4aa437c,"LINESTRING (-21.8232509 64.1276226, -21.8235927 64.1275992)"
125,49,15252,legitimate,unclassified,,"LINESTRING (-21.8232721 64.127686, -21.8232509 64.1276226)",0.007142824099481874,edge_5726,8086233e-e130-445d-83d5-1347923bf21d,"LINESTRING (-21.8232509 64.1276226, -21.8232721 64.127686)"
126,51,1027,legitimate,secondary,,"LINESTRING (-21.6504448 64.1290163, -21.6501467 64.1288175)",0.02649469200736632,edge_17916,b365c964-9bb2-412b-a1a9-ad7c0c755261,"LINESTRING (-21.6501467 64.1288175, -21.6504448 64.1290163)"
127,51,3026,legitimate,service,,"LINESTRING (-21.6501467 64.1288175, -21.6500663 64.1288471, -21.6498974 64.1289092, -21.6497569 64.1289609)",0.024819606653176115,edge_17924,07857825-e5d7-44d0-8fd9-54543bd7cfa6,"LINESTRING (-21.6501467 64.1288175, -21.6497569 64.1289609)"
128,51,17718,legitimate,secondary,,"LINESTRING (-21.6501467 64.1288175, -21.6496912 64.1285629, -21.6492867 64.1283603, -21.6477696 64.1276858)",0.17142079555257148,edge_17917,b365c964-9bb2-412b-a1a9-ad7c0c755261,"LINESTRING (-21.6501467 64.1288175, -21.6477696 64.1276858)"
129,52,63,legitimate,service,,"LINESTRING (-21.9471817 64.1544147, -21.9469491 64.1542561)",0.020993324845424058,edge_12874,017b8e94-76be-41b6-9f97-abe902b27a8a,"LINESTRING (-21.9471817 64.1544147, -21.9469491 64.1542561)"
130,52,2262,legitimate,service,,"LINESTRING (-21.9471817 64.1544147, -21.9475318 64.1543056)",0.020932392197030043,edge_13142,238bb1f9-dd3a-420e-b1f2-4eca859afd22,"LINESTRING (-21.9471817 64.1544147, -21.9475318 64.1543056)"
131,52,5460,legitimate,service,,"LINESTRING (-21.9467352 64.1545494, -21.947001 64.1544774, -21.9471817 64.1544147)",0.026455120695538195,edge_13141,238bb1f9-dd3a-420e-b1f2-4eca859afd22,"LINESTRING (-21.9471817 64.1544147, -21.9467352 64.1545494)"
132,52,12061,legitimate,service,,"LINESTRING (-21.9474168 64.1545709, -21.9471817 64.1544147)",0.02083500792521724,edge_12873,017b8e94-76be-41b6-9f97-abe902b27a8a,"LINESTRING (-21.9471817 64.1544147, -21.9474168 64.1545709)"
133,53,824,legitimate,residential,,"LINESTRING (-21.6210881 64.3663604, -21.6211957 64.3664256)",0.008934893955281057,edge_14623,f6c40ca7-9be3-4424-9cc3-4433fcf0c34c,"LINESTRING (-21.6211957 64.3664256, -21.6210881 64.3663604)"
134,54,2948,legitimate,tertiary,,"LINESTRING (-21.8443446 64.0964786, -21.8434627 64.0966796)",0.048491439757203596,edge_1684,389f4f7a-a5ca-4e46-beca-f05c09158364,"LINESTRING (-21.8443446 64.0964786, -21.8434627 64.0966796)"
135,54,13916,legitimate,tertiary,,"LINESTRING (-21.8446579 64.0964072, -21.8443446 64.0964786)",0.01722659700972942,edge_1683,5b6983ec-2327-4a3a-85c7-0d52a5ffdd37,"LINESTRING (-21.8443446 64.0964786, -21.8446579 64.0964072)"
136,54,18128,legitimate,residential,,"LINESTRING (-21.8443446 64.0964786, -21.8442734 64.0964252, -21.8441402 64.0963245, -21.8440818 64.0961018, -21.8439744 64.0956922, -21.8438748 64.0953122)",0.13345071879530399,edge_1682,c1c18530-155b-4cac-b2d4-d5c2c85813a9,"LINESTRING (-21.8443446 64.0964786, -21.8438748 64.0953122)"
137,55,5834,legitimate,primary,,"LINESTRING (-21.9074247 64.1468064, -21.9070396 64.1468357, -21.9047967 64.146935, -21.9019167 64.14702, -21.8989967 64.1471133, -21.8961457 64.1472078, -21.8955693 64.1472356, -21.8949001 64.1472921)",0.6123434079707057,edge_8774,71844d9b-cabb-4d90-aee6-f3d05f9862e8,"LINESTRING (-21.8949001 64.1472921, -21.9074247 64.1468064)"
138,55,7659,legitimate,primary,,"LINESTRING (-21.8949001 64.1472921, -21.8942991 64.1473703, -21.8937989 64.147456, -21.8936346 64.1474842)",0.06527123831321542,edge_8987,e73fe5b0-28de-47c8-8dfa-98e3f9f2e27a,"LINESTRING (-21.8949001 64.1472921, -21.8936346 64.1474842)"
139,55,12976,legitimate,primary,,"LINESTRING (-21.8949001 64.1472921, -21.894443 64.1473016, -21.8941534 64.1472969, -21.8939066 64.1472759, -21.8936706 64.1472244, -21.8934438 64.1471646, -21.893253 64.1470903)",0.0868006197260059,edge_8986,b02a2b96-a555-4e0f-8d1f-a38e39d0ea88,"LINESTRING (-21.8949001 64.1472921, -21.893253 64.1470903)"
140,56,18628,legitimate,service,,"LINESTRING (-21.9569276 64.1397383, -21.9564582 64.1396329)",0.025697442689750907,edge_12209,4e3fcfc8-7074-456d-a051-90ca07e681b8,"LINESTRING (-21.9564582 64.1396329, -21.9569276 64.1397383)"
141,57,6811,legitimate,tertiary,,"LINESTRING (-21.7571991 64.1267434, -21.7569518 64.1267414)",0.012048041623652393,edge_20761,4616531b-9bd1-4da0-b5e4-c4d35c2157c2,"LINESTRING (-21.7569518 64.1267414, -21.7571991 64.1267434)"
142,57,12827,legitimate,tertiary,,"LINESTRING (-21.7569518 64.1267414, -21.7568161 64.1267403)",0.00661108225051972,edge_20762,4616531b-9bd1-4da0-b5e4-c4d35c2157c2,"LINESTRING (-21.7569518 64.1267414, -21.7568161 64.1267403)"
143,57,14946,legitimate,service,,"LINESTRING (-21.7569518 64.1267414, -21.7570702 64.1267871, -21.7572311 64.1268035, -21.757451 64.1268035, -21.7574979 64.1267994, -21.7576388 64.1267871, -21.7577997 64.1267483)",0.04473475485298162,edge_20764,a0cc60a5-96c6-4d21-a313-085095c6ca4d,"LINESTRING (-21.7569518 64.1267414, -21.7577997 64.1267483)"
144,58,2507,legitimate,unclassified,,"LINESTRING (-21.7108994 64.2083654, -21.7111382 64.2083466, -21.7117283 64.2082539)",0.042251415771561114,edge_15431,2f78d65d-bba4-4de7-b03b-37a5aa75b01d,"LINESTRING (-21.7108994 64.2083654, -21.7117283 64.2082539)"
145,58,8265,legitimate,unclassified,,"LINESTRING (-21.706862 64.207796, -21.7072611 64.2078542, -21.7083702 64.2080252, -21.709561 64.2082002, -21.710469 64.2083332, -21.7108994 64.2083654)",0.2063508952808279,edge_15430,2f78d65d-bba4-4de7-b03b-37a5aa75b01d,"LINESTRING (-21.7108994 64.2083654, -21.706862 64.207796)"
146,58,16149,legitimate,track,,"LINESTRING (-21.7108994 64.2083654, -21.7110014 64.2084295, -21.7111923 64.208475, -21.7121832 64.2086104)",0.06969979762777848,edge_15562,975974af-4f4d-4049-b72f-e3b507e3a70f,"LINESTRING (-21.7108994 64.2083654, -21.7121832 64.2086104)"
147,59,2482,legitimate,unclassified,,"LINESTRING (-21.6533997 64.200762, -21.6530468 64.2008932, -21.6527956 64.2010165, -21.6506693 64.2023142, -21.6494874 64.203069, -21.6459287 64.2052909, -21.6451131 64.2057838, -21.6449657 64.2058983, -21.6448532 64.2060455, -21.6448033 64.2061724, -21.6443917 64.208195, -21.6443452 64.2083144)",0.9764844963135367,edge_15384,fee4c6c1-c615-4084-b019-b883e0e34adf,"LINESTRING (-21.6533997 64.200762, -21.6443452 64.2083144)"
148,59,6355,legitimate,unclassified,,"LINESTRING (-21.6450528 64.2021472, -21.6454302 64.202068, -21.645606 64.2020335, -21.6457428 64.2019979, -21.6458666 64.20195, -21.6459954 64.2018602, -21.6461322 64.2017084, -21.6462207 64.201664, -21.6463038 64.2016477, -21.646446 64.2016279, -21.646843 64.2015823, -21.6474277 64.2014819, -21.6482699 64.2013174, -21.6485649 64.2012298, -21.6487017 64.2011504, -21.6488761 64.201022, -21.6489726 64.2009613, -21.6492221 64.2008773, -21.6497656 64.200787, -21.6501716 64.2007302, -21.6507697 64.200687, -21.6517231 64.2006935, -21.6527718 64.2007241, -21.6533997 64.200762)",0.4642242149731553,edge_17090,7be9040e-f70f-4eb9-ae5b-49b5b0cfa528,"LINESTRING (-21.6533997 64.200762, -21.6450528 64.2021472)"
149,59,14705,legitimate,unclassified,,"LINESTRING (-21.6646188 64.2005984, -21.66023 64.20067, -21.6557523 64.2007309, -21.6544487 64.2007706, -21.6533997 64.200762)",0.5454481339731149,edge_17088,f4993b2f-e1e6-4d22-aa53-56c37c45f413,"LINESTRING (-21.6533997 64.200762, -21.6646188 64.2005984)"
150,60,12120,legitimate,service,,"LINESTRING (-21.8688593 64.151019, -21.8689415 64.1509484)",0.008828816204390225,edge_7592,77f9ae8c-27a2-4bbb-8e8a-130bce84f3ad,"LINESTRING (-21.8689415 64.1509484, -21.8688593 64.151019)"
151,60,12417,legitimate,service,,"LINESTRING (-21.8689415 64.1509484, -21.868431 64.1508395, -21.8681949 64.150664, -21.8675083 64.150498)",0.08853935943175975,edge_7636,9f32015d-999f-462a-96c7-c5c9abfd90fb,"LINESTRING (-21.8689415 64.1509484, -21.8675083 64.150498)"
152,60,14318,legitimate,service,,"LINESTRING (-21.8689415 64.1509484, -21.8690457 64.150859, -21.8693884 64.1505647, -21.8694152 64.1505371, -21.8694278 64.1505076, -21.8694257 64.1504776, -21.8694087 64.1504484, -21.8693776 64.1504214, -21.8693339 64.1503979, -21.867829 64.1500522, -21.8677735 64.1499794)",0.15943770050974998,edge_7593,77f9ae8c-27a2-4bbb-8e8a-130bce84f3ad,"LINESTRING (-21.8689415 64.1509484, -21.8677735 64.1499794)"
153,61,10513,legitimate,service,,"LINESTRING (-21.8182475 64.1051017, -21.8178816 64.1050998)",0.017838101343422858,edge_713,c2ad0c01-2fbb-4e1d-960b-b01f75910b83,"LINESTRING (-21.8182475 64.1051017, -21.8178816 64.1050998)"
154,61,12011,legitimate,service,,"LINESTRING (-21.8182382 64.1054407, -21.8182475 64.1051017)",0.03779409037683691,edge_712,c2ad0c01-2fbb-4e1d-960b-b01f75910b83,"LINESTRING (-21.8182475 64.1051017, -21.8182382 64.1054407)"
155,61,13148,legitimate,service,,"LINESTRING (-21.8182475 64.1051017, -21.8188275 64.1051013)",0.028273796065630283,edge_1082,55a8ea37-48d1-49e5-80ad-751fd762054f,"LINESTRING (-21.8182475 64.1051017, -21.8188275 64.1051013)"
156,62,16292,legitimate,service,,"LINESTRING (-21.7174307 64.1670936, -21.7174682 64.1669919, -21.7174213 64.1669576)",0.015935818926714414,edge_15715,3ac52ce8-6fdb-46f8-b8d5-717df64c6eb0,"LINESTRING (-21.7174307 64.1670936, -21.7174213 64.1669576)"
