,m03_01,m03_02,m05_01,m08_02,m10,m01_01,m01_02,m02_01,m02_02,m04_02,m06_01,m07_01,m07_02,m07_03,m09_01,osmid,rep
218,0,1.15026105,0,0,0.000890408,1,1,1,1.72E-15,0,1,0,0,0,0,14661467,0
219,0.03968254,0.994233288,1,0.015762222,0.04077839,1.00439532,1.005800464,1,1.72E-15,0,1,0,0,0,0,354421681,0
220,0.033730159,1.021871368,1,0.021017713,0.094966022,1.001359271,1.002312139,1.002538963,0.00430021,0.053293856,1.000838757,0.001762395,54460.63117,180909.5563,0,125497047,0
221,0.007936508,1.000200978,18,0.016475948,0.007079457,1.000122632,1,1.000061513,0.000270664,0.011843079,1.000094993,0.000240527,27448.10794,53379.1748,0,47625938,0
222,0.040674603,1.0242401,0,0.028067252,0,1,1,1.004200964,0.002685679,0.118430792,1.001619279,0.00459134,92353.02507,492821.7977,0,20651345,0
223,0,1.000010876,1,2.84E-05,0,1.000000602,1,1,1.72E-15,0,1,0,0,0,0,2270022701,0
224,0,1.000944212,10,0,0.019367453,1,1,1,1.72E-15,0,1,0,0,0,0,15561558,0
225,0.005952381,1.004261239,0,0.002667603,0,1.000631741,1.001154734,1.00005137,5.44E-05,0.014063657,1.00002196,6.21E-05,4673.836989,8318.093928,0,1817918202,0
226,0.071924603,0.949634209,1,0.040675683,0.369132248,1,1,1.007493909,0.006315138,0.067727609,1.00229179,0.003986904,164414.087,426735.8274,0,23104789,0
227,0,1.001579491,1,0,0,1.000697498,1.001154734,1,1.72E-15,0,1,0,0,0,0,2270146061,0
228,0,0,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,34333433,0
229,0,1.007587313,4,0.000692663,0,1,1,1,1.72E-15,0.005551443,1,0,0,0,0,241481636,0
230,0,1.004357223,0,0.001046637,0.147655403,1.000679686,1.001154734,1,1.72E-15,0.012953368,1,0,0,0,0,1381918,0
231,0.03125,0.992009512,0,0.023790243,0,1.008927233,1.004634994,1,1.72E-15,0,1,0,0,0,0,1394613943,0
232,0,1.001713483,0,0.040688354,0.239973824,1,1,1,1.72E-15,0.080680977,1,0,0,0,0,2413593,0
233,0,0.966897374,6,0,0.131959923,1,1,1,1.72E-15,0,1,0,0,0,0,15231525,0
234,0,0,3,0,0.118684718,1,1,1,1.72E-15,0,1,0,0,0,0,15231523,0
235,0.05406746,1.000648388,8,0.015470177,0,1.002578747,1.003472222,1.001043243,0.001825726,0.027387121,1.000386351,0.00071717,68633.34355,97258.25011,0,49892237,0
236,0.006448413,1.028235697,0,0.005008911,0.503475297,1.000657731,1.001154734,1.000192319,0.000251206,0.032568468,1.000195749,0.000259779,47108.83934,51959.39508,0,16291632,0
237,0.058035714,1.016624948,1,0.040005862,0,1.014908996,1.008139535,1,1.72E-15,0,1,0,0,0,0,690622270,0
238,0,1.000621877,1,0,0.002309011,1,1,1,1.72E-15,0,1,0,0,0,0,17611762,0
239,0.10218254,1.014242035,3,0.045235774,0,1.002183564,1.003472222,1.007966093,0.006200679,0.132124352,1.003534502,0.005811209,123583.8518,647284.9512,0,2287922881,0
240,0.007936508,1.005889364,3,0.022393577,0,1.000859153,1.001154734,1.000061513,0.000270664,0.014803849,1.000094993,0.000240527,27448.10794,53379.1748,0,226055938,0
241,0.000496032,1.000429581,5,0.000295569,0,1.000014745,1,1.000002397,9.84E-06,0.001480385,1.000001265,1.57E-06,387.0579791,387.0579791,0,19451947,0
242,0.074404762,1.022919719,1,0.060377753,0.009946581,1.002223136,1.003472222,1.007757882,0.006576125,0.059955588,1.004179186,0.009338429,623786.5151,1568333.781,0,230571918,0
243,0,1.000704878,5,0.00348442,0.073600006,1,1,1,1.72E-15,0,1,0,0,0,0,226838527,0
244,0.000496032,1.000530002,14,0.000295569,0,1.00066159,1.001154734,1,1.72E-15,0,1,0,0,0,0,19451943,0
245,0.029265873,1.041118745,2,0.006504346,0.034578723,1,1,1.007151183,0.003440199,0.022945966,1.000620096,0.00210127,167347.0616,212714.431,0,2270111759,0
246,0.157242063,0.999881776,0,0.080019635,0,1.001342019,1.002312139,1.006013872,0.00673583,0.17357513,1.002501381,0.00263437,46778.73651,223566.4592,0,12641273,0
247,0,0,2,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,791791,0
248,0,1.011659085,3,2.84E-05,0,1,1,1,1.72E-15,0,1,0,0,0,0,5981670,0
249,0.148313492,1.012917326,0,0.041803307,0,1,1,1.013154412,0.012023174,0.169874167,1.004316061,0.004538024,57754.31515,260875.5688,0,13261614,0
250,0,1.00059843,13,0,0.792074718,1.0000144,1,1,1.72E-15,0,1,0,0,0,0,2259120735,0
251,0.143849206,1.004578697,0,0.037044133,0,1,1,1,1.72E-15,0,1,0,0,0,0,3436288,0
252,0.058035714,1.015108402,1,0.040005862,0.00027672,1.005760025,1.005800464,1.000455711,0.003529436,0.015173945,1.002212053,0.007970963,1173229.437,1497066.625,0,68956906,0
253,0.03968254,1.002133437,0,0.024058462,0,1.003371386,1.005800464,1.001466299,0.001077383,0.02553664,1.000721194,0.001436356,38816.19872,88507.34958,0,78516129,0
254,0,1.001184383,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,620929511,0
255,0,0,4,0,0.190562137,1,1,1,1.72E-15,0,1,0,0,0,0,15791579,0
256,0,1.002999075,5,0,0,1.001913621,1.002312139,1,1.72E-15,0,1,0,0,0,0,226738443,0
257,0,1.00345979,0,0.002165566,0,1,1,1,1.72E-15,0.024796447,1,0,0,0,0,193403200,0
258,0.009920635,1.000326417,8,0.019187174,0,1.001569492,1,1.000052078,0.00012703,0.012583272,1.000110527,0.000144904,17712.26898,20425.11412,0,2269116057,0
259,0,1.000026521,13,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,225873933,0
260,0.001984127,0.935666893,1,0.001484285,0,1,1,1.000101818,4.80E-05,0.008512213,1.000023748,0.000101175,20443.35364,23618.2541,0,1031292,0
261,0,0.999560464,0,0,0,1.001392936,1.001154734,1,1.72E-15,0,1,0,0,0,0,1229546072,0
262,0,0.894484598,3,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,16561765,0
263,0,1,0,0,0,1,1,1,1.72E-15,0.001850481,1,0,0,0,0,32171908,0
264,0.057043651,1.013511705,0,0.044034273,0,1.003282325,1.005800464,1.00430111,0.004162501,0.038860104,1.002868333,0.007219943,287841.3634,859259.761,0,2264522647,0
265,0,0,7,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,14371437,0
266,0,0.991629156,4,0.000476588,0,1,1,1,1.72E-15,0.001110289,1,0,0,0,0,21891457,0
267,0.108134921,1.033792495,1,0.111677783,0,1,1,1.003315099,0.002280713,0.08919319,1.002409401,0.007356718,98810.83116,338345.8233,0,12691271,0
268,0.014880952,1.045203894,1,0.005764679,0,1,1,1.000102207,0.00018687,0.019985196,1.000062104,0.000187389,24912.54072,32646.67532,0,164493352,0
269,0,0.958906194,0,0,0.080409703,1,1,1,1.72E-15,0,1,0,0,0,0,17151718,0
270,0.03125,1.053889615,13,0.030912182,0,1.010772949,1.015222482,1.001586059,0.007093113,0.044781643,1.001351025,0.003396058,397457.0107,687630.7568,0,485028207,0
271,0,1.000027065,21,0.000270351,0,1,1,1,1.72E-15,0,1,0,0,0,0,199210126,0
272,0,0.999698547,0,0,0.013104893,1.000634848,1.001154734,1,1.72E-15,0,1,0,0,0,0,827922679,0
273,0.031746032,1.014479946,0,0.020063039,0,1.003374803,1.005800464,1.001048175,0.002834158,0.051813472,1.000769498,0.00134713,57978.70946,167091.1837,0,1245322405,0
274,0.030753968,1.01261582,1,0.005035528,0,1,1,1.002096066,0.001283581,0.033678756,1.000210397,0.000683867,96004.77793,145066.0441,0,34801424,0
275,0.03125,1.007749082,3,0.071930182,0.24495249,1.01182049,1.016412661,1,1.72E-15,0.023316062,1,0,0,0,0.000275349,1057822998,0
276,0,1.000615761,3,0.000827855,0.00074284,1.000111786,1,1,1.72E-15,0,1,0,0,0,0,108543168,0
277,0.000496032,1.001692116,0,0.005620254,0,1,1,1,1.72E-15,0.003700962,1,0,0,0,0,225514658,0
278,0.017361111,1.00257761,0,0.014688546,0.035780749,1.001344234,1.002312139,1,1.72E-15,0,1,0,0,0,0,1245312466,0
279,0,1.000013427,4,0,0,1.003193405,1,1,1.72E-15,0,1,0,0,0,0,225737301,0
280,0,0.98851146,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,621336,0
281,0,1.117138125,11,0,0.038811721,1,1,1,1.72E-15,0,1,0,0,0,0,14821484,0
282,0,1.00004861,9,0.007894027,0,1.000135548,1,1,1.72E-15,0,1,0,0,0,0,199222450,0
283,0,1.000348716,8,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,14331741,0
284,0,1.000819677,6,0,0.420948621,1,1,1,1.72E-15,0,1,0,0,0,0,22252227,0
285,0.023809524,1.177172507,0,0.00392756,0,1.000632459,1.001154734,1.000569697,0.000199135,0.028497409,1.000080859,0.000201865,24289.25891,35056.35841,0,16242046,0
286,0,1.003463303,3,0,0.009459925,1,1,1,1.72E-15,0,1,0,0,0,0,32553264,0
287,0.071924603,1.114238585,0,0.037825212,0.159480413,1.001308966,1.002312139,1.009445427,0.00845553,0.079570688,1.005152011,0.008644194,157471.8722,841530.6057,0,327621782,0
288,0,1.017765652,0,0,0,1,1,1,1.72E-15,0.012213175,1,0,0,0,0,723433,0
289,0.030753968,1.003884323,1,0.003669055,0,1,1,1,1.72E-15,0.000370096,1,0,0,0,0,25481424,0
290,0.108134921,1.021809496,3,0.043096653,0,1.001420936,1.002312139,1.005562203,0.00505295,0.101036269,1.002323353,0.003377577,124606.572,340074.8079,0,2176436,0
291,0,0.999864593,2,0,0.028294582,1,1,1,1.72E-15,0,1,0,0,0,0,315124384,0
292,0,0,0,0,0.004845953,1,1,1,1.72E-15,0,1,0,0,0,0,13821382,0
293,0.05109127,1.044483723,1,0.059270842,0.009465587,1.000687694,1.001154734,1.008429526,0.007581296,0.042561066,1.00579442,0.017479689,1743784.194,3393692.78,0,465813790,0
294,0,0.947482961,2,0,0.143759807,1,1,1,1.72E-15,0,1,0,0,0,0,24083790,0
295,0.001984127,1.020493025,3,0.016086033,0,1.002708144,1.004634994,1.000102277,0.000543497,0.023316062,1.000190796,0.000521027,33739.97672,78671.78473,0,2274616352,0
296,0,1,0,0.007635083,0,1,1,1,1.72E-15,0.003330866,1,0,0,0,0,20851896,0
297,0,1.000502111,7,2.16E-05,0.198584445,1,1,1,1.72E-15,0,1,0,0,0,0,34892701,0
298,0.024305556,1.001091611,0,0.005840411,0,1.001580508,1.001154734,1.00165596,0.004037891,0.021465581,1.000426761,0.001014422,62463.28314,111521.2849,0,79727998,0
299,0,0.990982887,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,1305421,0
300,0,0.972731813,1,0.000497591,0,1,1,1,1.72E-15,0,1,0,0,0,0,13721291,0
301,0.119047619,1.130202553,1,0.16182365,0.062697081,1.002296357,1.003472222,1.011130148,0.007472018,0.097705403,1.009195183,0.028943023,367779.7299,1569864.633,0,2298918948,0
302,0.078869048,1.066139611,9,0.036729766,0.017024795,1.008054353,1.014035088,1.011562768,0.011013906,0.082531458,1.006070105,0.008944932,162726.4169,809423.429,0,1156815985,0
303,0.058035714,0.996152482,0,0.032512684,0,1,1,1.006406865,0.002683705,0.083641747,1.001554881,0.00535022,118984.235,506205.3477,0,1031634,0
304,0,0.998710501,3,0.001456257,0,1.000674046,1.001154734,1,1.72E-15,0,1,0,0,0,0,14861505,0
305,0,1.00104033,15,0,0.107472944,1.001309589,1.002312139,1,1.72E-15,0,1,0,0,0,0,1241514733,0
306,0,1.083432323,1,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,25933987,0
307,0,0.989639647,8,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,15431544,0
308,0.064980159,1.003841921,1,0.044209323,0,1.012363915,1.014035088,1.001191621,0.003564284,0.051813472,1.001600619,0.001307674,54021.79606,127302.4356,0,1400314078,0
309,0,1.021815982,6,0.006310617,0,1,1,1,1.72E-15,0,1,0,0,0,0,1264922787,0
310,0,0.942614393,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,21541667,0
311,0,0.997811339,1,0,0.079056861,1,1,1,1.72E-15,0,1,0,0,0,0,2828896,0
312,0,1.003497035,15,0.00191876,0,1.000088655,1,1,1.72E-15,0,1,0,0,0,0,228219105,0
313,0.001984127,0.986069883,0,0.000986694,0,1,1,1.000101818,4.80E-05,0.015173945,1.000023748,0.000101175,20443.35364,23618.2541,0,210523318,0
314,0.010912698,1.00172495,6,0.013459678,0,1.006350453,1.008139535,1.000128945,0.000638844,0.009622502,1.0003188,0.000294784,18272.47065,48608.30547,0,2298417170,0
315,0,1.001582049,3,0,0,1.00130308,1.002312139,1,1.72E-15,0,1,0,0,0,0,56481956,0
316,0.077380952,1.188606076,8,0.03939501,0.068497501,1.002741721,1.004634994,1.010861116,0.010206489,0.086972613,1.005466917,0.009412438,164083.3176,893675.7076,0,2178216235,0
317,0.024305556,0.796226016,0,0.021481043,0,1.000908695,1.001154734,1.002513019,0.004509298,0.023316062,1.001815415,0.012863526,370193.7503,2423995.434,0,1505615084,0
318,0,0.965552962,0,0,0.100866058,1,1,1,1.72E-15,0,1,0,0,0,0,15081510,0
319,0.04265873,0.997258238,2,0.032452012,0,1.001392003,1.002312139,1.004333695,0.003710445,0.047372317,1.002048221,0.005434106,133794.8542,449503.7209,0,227609880,0
320,0,0.998843525,5,0,0,1.001433702,1.002312139,1,1.72E-15,0,1,0,0,0,0,240391956,0
321,0,1.032716267,0,0,0.217130552,1,1,1,1.72E-15,0,1,0,0,0,0,16011598,0
322,0.051587302,1.018408048,2,0.048054469,0,1.007599423,1.005800464,1.010072482,0.010092166,0.055514434,1.009018423,0.015911534,776377.3885,2380890.145,0,225353846,0
323,0,1.00032409,0,0,0.004604255,1,1,1,1.72E-15,0.001480385,1,0,0,0,0,9721644,0
324,0,0,1,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,14731473,0
325,0.03125,1.000527607,0,0.027022539,0.015312525,1.000949211,1.001154734,1,1.72E-15,0,1,0,0,0,0,37053747,0
326,0,1.000039698,16,0,0.335598318,1,1,1,1.72E-15,0,1,0,0,0,0,207353929,0
327,0.014880952,1.003308168,0,0.003156283,0,1.009829285,1.008139535,1.000405668,0.000702666,0.020355292,1.000212808,0.000222338,33902.26193,48111.64389,0,2283117129,0
328,0,1.002744913,1,0.000354321,0.081779394,1,1,1,1.72E-15,0.000370096,1,0,0,0,0,7101118,0
329,0,0.985218501,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,1112834500,0
330,0.071924603,1.027846254,1,0.021902892,0.028295612,1.001322981,1.002312139,1.00568597,0.006074826,0.053293856,1.002432927,0.003129255,108052.7218,312108.2853,0,704711751,0
331,0,1.001780636,3,0,0.168195328,1.00194404,1.001154734,1,1.72E-15,0,1,0,0,0,0,2145521462,0
332,0,1.001093621,5,0,0.136452529,1,1,1,1.72E-15,0.000370096,1,0,0,0,0,26922008,0
333,0.035218254,1.027199404,1,0.011874821,0.017526214,1.002949404,1.004634994,1,1.72E-15,0,1,0,0,0,0,734321685,0
334,0.016369048,1.003838614,1,0.016316018,0.026673671,1.004992871,1.006968641,1.002424418,0.006072285,0.0196151,1.001400054,0.005977111,232794.0525,1299475.278,0,1709017129,0
335,0,0.982903096,9,0,0.409947278,1,1,1,1.72E-15,0,1,0,0,0,0,15391542,0
336,0,1.000366365,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,1033033643,0
337,0.100198413,1.075170222,0,0.049121221,0,1,1,1.009882806,0.006272521,0.082901554,1.00325999,0.008762685,238248.2188,673141.7239,0,12692035,0
338,0,0.987677131,0,0,0,1.001420199,1.001154734,1,1.72E-15,0,1,0,0,0,0,3500511695,0
339,0.007440476,1.002110017,12,0.0024912,0,1.003283301,1.004634994,1,1.72E-15,0,1,0,0,0,0,58325779,0
340,0,1.000680597,0,0,0.000289041,1.000917846,1.001154734,1,1.72E-15,0,1,0,0,0,0,2283517196,0
341,0,1.00196745,0,0,0,1.00529423,1.003472222,1,1.72E-15,0,1,0,0,0,0,208823869,0
342,0.138888889,1.000940247,0,0.099157474,0,1.000640499,1.001154734,1.004519634,0.002854539,0.118800888,1.001981747,0.004871027,74831.17377,238001.5909,0,20851269,0
343,0.000496032,1.001992071,2,0.005605833,0,1.001652078,1.002312139,1.000081008,0.00052771,0.022945966,1.000370203,0.00094226,29354.4658,231840.5304,0,169017039,0
344,0,0,1,0,0.132078711,1,1,1,1.72E-15,0,1,0,0,0,0,14891489,0
345,0.029265873,1.053549422,0,0.00650828,0.01822898,1,1,1.00804381,0.003759913,0.032198372,1.000687311,0.002380357,189974.7765,242455.6334,0,1175917953,0
346,0.152777778,1.006803699,0,0.053185735,0,1.001397486,1.002312139,1.00410779,0.003175182,0.099925981,1.001160987,0.001550184,26865.79476,127062.8742,0,20851264,0
347,0.029761905,1.005894953,2,0.013561749,0.002940079,1,1,1.001307097,0.000477069,0.022205774,1.000211431,0.000962309,115384.2086,162328.6009,0,43464321,0
348,0,1,6,0.005639253,0,1,1,1,1.72E-15,0,1,0,0,0,0,19802165,0
349,0,0.977879889,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,259324068,0
350,0.029761905,1.049457251,0,0.014311616,0,1.000747478,1.001154734,1.001307097,0.000477069,0.025166543,1.000211431,0.000962309,115384.2086,162328.6009,0,103636,0
351,0.057043651,1.036739328,0,0.133576709,0,1.003166028,1.004634994,1.002294047,0.001759268,0.041080681,1.004866896,0.018097448,303321.4012,1009456.503,0,192505490,0
352,0,0.97722216,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,390416204,0
353,0.009920635,1.002063934,6,0.042134057,0,1.00217944,1.003472222,1.000103751,2.33E-05,0.090303479,1.000007235,1.20E-05,190.3104811,2023.554895,0,34273428,0
354,0,0.996992189,2,0,0.310824351,1,1,1,1.72E-15,0,1,0,0,0,0,232523834,0
355,0,1.001638145,6,0.000150491,0,1,1,1,1.72E-15,0.012583272,1,0,0,0,0,21293173,0
356,0.03125,0.977141019,1,0.0142335,0.065134331,1.004596292,1.005800464,1,1.72E-15,0.023316062,1,0,0,0,5.45E-05,196365459,0
357,0,1.001128749,1,0,0.002607849,1.00152589,1.001154734,1,1.72E-15,0,1,0,0,0,0,689522032,0
358,0,1.000289426,0,0,0,1,1,1,1.72E-15,0.013323464,1,0,0,0,0,67056821,0
359,0,0,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,17261726,0
360,0,0,3,0,0.292223063,1,1,1,1.72E-15,0,1,0,0,0,0,15681568,0
361,0.005456349,1.085437406,0,0.001569797,0.526523922,1.001339931,1.002312139,1.000312261,0.000504814,0.011102887,1.000075568,0.000134635,22585.44067,30141.88026,0,733121782,0
362,0,0.998958377,1,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,71277,0
363,0,1.012401571,3,0.000692663,0,1.001464844,1.002312139,1,1.72E-15,0.012213175,1,0,0,0,0,16351636,0
364,0,0.999933433,5,0,0,1.002237338,1.003472222,1,1.72E-15,0,1,0,0,0,0,2256322570,0
365,0,1.000054791,5,0.000852723,0.001143401,1,1,1,1.72E-15,0.018504811,1,0,0,0,0,2272310126,0
366,0,0,9,0,0.05390413,1,1,1,1.72E-15,0,1,0,0,0,0,720720,0
367,0,0.998937541,0,0,0.057059331,1,1,1,1.72E-15,0,1,0,0,0,0,14431444,0
368,0.108134921,1.026189301,6,0.044562175,0.156957947,1,1,1.002967521,0.00216428,0.076609919,1.000964092,0.001781789,87767.58272,258258.0317,0,27261181,0
369,0,1.000705177,0,0,0,1.001340904,1.001154734,1,1.72E-15,0,1,0,0,0,0,211033755,0
370,0.173115079,1.032370071,4,0.14171712,0.337284424,1.011051769,1.012850467,1.014670129,0.009848402,0.178756477,1.010169873,0.02202983,312470.7761,1058712.458,0,2125311741,0
371,0,0.997840359,8,0,0.010960255,1,1,1,1.72E-15,0,1,0,0,0,0,14291428,0
372,0,0,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,14041404,0
373,0,0,9,0,0.212257883,1,1,1,1.72E-15,0,1,0,0,0,0,15401540,0
374,0.008928571,1.000071732,4,0.005511146,0,1.002330619,1.003472222,1.000054793,9.95E-05,0.007031828,1.000048271,5.09E-05,3212.280321,4764.206043,0,2303421130,0
375,0.039186508,1.00451723,4,0.014817029,0.007038434,1.003985428,1.001154734,1.000655775,0.007344645,0.03626943,1.00043082,0.000741973,22911.41865,95642.76786,0,535614092,0
376,0,0.999871315,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,334143460,0
377,0.07093254,0.961214222,0,0.018169441,0,1,1,1,1.72E-15,0.004441155,1,0,0,0,0,1811334,0
378,0,0,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,245801291,0
379,0,1.001264806,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,15511552,0
380,0.03125,0.999380435,0,0.022881577,0,1.004628748,1.002312139,1,1.72E-15,0.023316062,1,0,0,0,8.76E-05,1109934389,0
381,0.031746032,1.011361985,0,0.003263486,0,1.001439734,1.002312139,1.003445239,0.001579576,0.02553664,1.000184008,0.000606935,60019.40276,117265.3785,0,230114314,0
382,0.010912698,1.016663598,0,0.042510783,0,1,1,1.000015759,3.84E-05,0.007401925,1.000038635,0.000134806,16170.71091,28556.04402,0,12731896,0
383,0,0.998399387,0,0,0.308919122,1,1,1,1.72E-15,0,1,0,0,0,0,55623849,0
384,0.029265873,1.000039539,1,0.006532782,0,1.000009064,1,1.000036927,2.32E-05,0.022945966,1.0000038,1.08E-05,857.9476664,1087.582089,0,227019718,0
385,0,1.000006508,2,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,17251860,0
386,0,0.993755729,0,0,0.013768488,1.002844873,1.001154734,1,1.72E-15,0,1,0,0,0,0,820031497,0
387,0,1.008206018,0,0,0.313031954,1.001270737,1.002312139,1,1.72E-15,0,1,0,0,0,0,226798595,0
388,0.021329365,1.006437204,2,0.021064578,0.139191765,1.008310212,1.012850467,1.002023234,0.002891024,0.028497409,1.001995454,0.004066734,177362.681,652071.7327,0,2289316764,0
389,0.089285714,0.995631576,0,0.036239664,0,1.000749502,1.001154734,1.000874544,0.000582169,0.021465581,1.000244452,0.0004767,41397.71059,48704.04138,0,113999115,0
390,0,1.016580002,0,0,0.163575161,1.000667079,1.001154734,1,1.72E-15,0,1,0,0,0,0,897015185,0
391,0.057043651,1.037127309,1,0.133576709,0.000227682,1,1,1.002294047,0.001759268,0.041080681,1.004866896,0.018097448,303321.4012,1009456.503,0,1858922803,0
392,0.091269841,1.004309385,6,0.045168126,0,1.003756311,1.001154734,1.000731084,0.000905699,0.088082902,1.000380275,0.00054718,20512.0491,55811.5977,0,2276611568,0
393,0,1.001647146,17,0,0,1.001746024,1.002312139,1,1.72E-15,0,1,0,0,0,0,2284918773,0
394,0,1.016080872,5,0.000692663,0,1.002940994,1.004634994,1,1.72E-15,0.012213175,1,0,0,0,0,36041635,0
395,0.247519841,1.011810392,8,0.168116184,0,1.001164462,1.001154734,1.006236731,0.003804531,0.206143597,1.003073129,0.00644251,135569.0816,393871.6831,0,622322673,0
396,0.060019841,1.002433579,2,0.019005784,0,1,1,1,1.72E-15,0,1,0,0,0,0,1632020406,0
397,0,1.004573221,2,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,23762377,0
398,0,1.000166865,13,0,0,1.000006204,1,1,1.72E-15,0,1,0,0,0,0,225913933,0
399,0,0,5,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,35383538,0
400,0,0.991360971,3,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,1399525,0
401,0,1.000003422,5,0.023994191,0,1,1,1,1.72E-15,0,1,0,0,0,0,2307023072,0
402,0,1.084378573,11,0,0.105464534,1,1,1,1.72E-15,0,1,0,0,0,0,15651757,0
403,0.032738095,1.019733778,21,0.0210708,0.002713186,1.000825762,1.001154734,1.002789009,0.002964866,0.081791266,1.00179679,0.003156717,142631.482,672547.0821,0,1313013170,0
404,0,0.997626756,9,0,0.019069932,1,1,1,1.72E-15,0,1,0,0,0,0,7201428,0
405,0.005952381,1.005693135,5,0.002667603,0,1.006435772,1.009313155,1.00005137,5.44E-05,0.011843079,1.00002196,6.21E-05,4673.836989,8318.093928,0,1473114733,0
406,0.011904762,1.001738845,6,0.006845549,0.018205457,1.003807708,1.005800464,1.000778384,0.002522809,0.038860104,1.00029441,0.000637362,33949.74063,84298.20448,0,2157212269,0
407,0.242559524,1.080400936,8,0.164042743,0.113241095,1,1,1.042144114,0.01871375,0.202442635,1.018520048,0.052215765,1095124.584,3484141.303,0,2261712927,0
408,0.026289683,1.003294853,3,0.010671761,0.026758318,1.003495424,1.004634994,1.000428669,0.000543322,0.024426351,1.000375873,0.000781313,76798.66902,108767.1451,0,2261322835,0
409,0,1.00034988,0,0,0.205960523,1,1,1,1.72E-15,0,1,0,0,0,0,1031210330,0
410,0,0,0,0,0.123499598,1,1,1,1.72E-15,0,1,0,0,0,0,17151715,0
411,0,1.123897398,10,0,0.048766793,1,1,1,1.72E-15,0,1,0,0,0,0,14771479,0
412,0,0.999759994,0,0,0,1.004390167,1.002312139,1,1.72E-15,0,1,0,0,0,0,3482922579,0
413,0,0.996772223,0,0,0,1.001290096,1.002312139,1,1.72E-15,0,1,0,0,0,0,2256928987,0
414,0,1.012154068,1,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,14511454,0
415,0,1.000959867,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,2306522721,0
416,0,1.000012083,9,0.004103068,0,1,1,1,1.72E-15,0.005551443,1,0,0,0,0,230681880,0
417,0,1.000188116,6,0.001246649,0,1,1,1,1.72E-15,0.016284234,1,0,0,0,0,22604983,0
418,0,1.00225028,0,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,4186812185,0
419,0.092261905,1.008870885,0,0.049076949,0.000262455,1.009813319,1.015222482,1.003735474,0.005596876,0.094744634,1.001688784,0.003396022,110210.7814,358839.0856,0,529621967,0
420,0,0.999956879,0,0,0.043809118,1,1,1,1.72E-15,0,1,0,0,0,0,1212612161,0
421,0,0.994151374,8,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,15441547,0
422,0.000496032,1.003552061,1,0.000137094,0,1,1,1.000077401,0.000234438,0.011843079,1.000005294,2.66E-05,4792.97305,6544.576041,0,346022721,0
423,0,1.008184499,0,0,0,1,1,1,1.72E-15,0.013323464,1,0,0,0,0,34336821,0
424,0.006448413,1.002606271,5,0.010436632,0.137917221,1.000266897,1,1.000026199,3.09E-05,0.021095485,1.000023226,3.21E-05,5640.834314,6434.835153,0,2268122683,0
425,0,0.997225744,6,0,0.51295157,1,1,1,1.72E-15,0,1,0,0,0,0,350522038,0
426,0,1,2,0,0,1,1,1,1.72E-15,0,1,0,0,0,0,2280914044,0
427,0.023809524,1.076364796,0,0.00392756,0,1,1,1.000569697,0.000199135,0.028497409,1.000080859,0.000201865,24289.25891,35056.35841,0,1501299,0
